Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8
OG0030325	AT2G47200.1|PACid_19643151		
OG0030326	AT2G19400.1|PACid_19643152		
OG0030327	AT2G05580.1|PACid_19643158		
OG0030328	AT2G32275.1|PACid_19643178		
OG0030329	AT2G18930.1|PACid_19643192		
OG0030330	AT2G44000.1|PACid_19643197		
OG0030331	AT2G07825.1|PACid_19643206		
OG0030332	AT2G16668.1|PACid_19643210		
OG0030333	AT2G46250.1|PACid_19643216		
OG0030334	AT2G31010.1|PACid_19643242		
OG0030335	AT2G07795.1|PACid_19643251		
OG0030336	AT2G40711.1|PACid_19643255		
OG0030337	AT2G30760.1|PACid_19643271		
OG0030338	AT2G24617.1|PACid_19643278		
OG0030339	AT2G46650.1|PACid_19643279		
OG0030340	AT2G34810.1|PACid_19643314		
OG0030341	AT2G36100.1|PACid_19643328		
OG0030342	AT2G07827.2|PACid_19643329		
OG0030343	AT2G37290.2|PACid_19643364		
OG0030344	AT2G33509.1|PACid_19643376		
OG0030345	AT2G04400.1|PACid_19643382		
OG0030346	AT2G14635.1|PACid_19643386		
OG0030347	AT2G11271.1|PACid_19643389		
OG0030348	AT2G03210.1|PACid_19643390		
OG0030349	AT2G36261.1|PACid_19643396		
OG0030350	AT2G11810.1|PACid_19643416		
OG0030351	AT2G20562.1|PACid_19643425		
OG0030352	AT2G28920.1|PACid_19643440		
OG0030353	AT2G36571.1|PACid_19643445		
OG0030354	AT2G23660.1|PACid_19643465		
OG0030355	AT2G27390.1|PACid_19643470		
OG0030356	AT2G18920.1|PACid_19643494		
OG0030357	AT2G38240.1|PACid_19643500		
OG0030358	AT2G07280.1|PACid_19643508		
OG0030359	AT2G04032.1|PACid_19643510		
OG0030360	AT2G11651.1|PACid_19643511		
OG0030361	AT2G20453.1|PACid_19643525		
OG0030362	AT2G07775.1|PACid_19643545		
OG0030363	AT2G15910.1|PACid_19643548		
OG0030364	AT2G46995.1|PACid_19643550		
OG0030365	AT2G21900.1|PACid_19643565		
OG0030366	AT2G46567.1|PACid_19643568		
OG0030367	AT2G17370.1|PACid_19643585		
OG0030368	AT2G35075.1|PACid_19643591		
OG0030369	ATMG00320.1|PACid_19643596		
OG0030370	ATMG00710.1|PACid_19643597		
OG0030371	ATMG00760.1|PACid_19643598		
OG0030372	ATMG01000.1|PACid_19643600		
OG0030373	ATMG01100.1|PACid_19643606		
OG0030374	ATMG00630.1|PACid_19643612		
OG0030375	ATMG01400.1|PACid_19643618		
OG0030376	ATMG01130.1|PACid_19643619		
OG0030377	ATMG00660.1|PACid_19643625		
OG0030378	ATMG00450.1|PACid_19643628		
OG0030379	ATMG00030.1|PACid_19643634		
OG0030380	ATMG00120.1|PACid_19643637		
OG0030381	ATMG01350.1|PACid_19643638		
OG0030382	ATMG01210.1|PACid_19643645		
OG0030383	ATMG00570.1|PACid_19643647		
OG0030384	ATMG00770.1|PACid_19643648		
OG0030385	ATMG00050.1|PACid_19643652		
OG0030386	ATMG01240.1|PACid_19643658		
OG0030387	ATMG00740.1|PACid_19643666		
OG0030388	ATMG00720.1|PACid_19643669		
OG0030389	ATMG01230.1|PACid_19643673		
OG0030390	ATMG00010.1|PACid_19643678		
OG0030391	ATMG01370.1|PACid_19643680		
OG0030392	ATMG01060.1|PACid_19643683		
OG0030393	ATMG01330.1|PACid_19643684		
OG0030394	ATMG00830.1|PACid_19643685		
OG0030395	ATMG00150.1|PACid_19643690		
OG0030396	ATMG01290.1|PACid_19643699		
OG0030397	ATMG00870.1|PACid_19643700		
OG0030398	ATMG00600.1|PACid_19643702		
OG0030399	ATMG00110.1|PACid_19643704		
OG0030400	ATMG00840.1|PACid_19643706		
OG0030401	ATMG00680.1|PACid_19643707		
OG0030402	ATMG01260.1|PACid_19643708		
OG0030403	ATMG00260.1|PACid_19643710		
OG0030404	ATMG00140.1|PACid_19643712		
OG0030405	ATMG00130.1|PACid_19643715		
OG0030406	AT4G30670.1|PACid_19643717		
OG0030407	AT4G14251.1|PACid_19643724		
OG0030408	AT4G31250.1|PACid_19643733		
OG0030409	AT4G32710.1|PACid_19643734		
OG0030410	AT4G03728.1|PACid_19643735		
OG0030411	AT4G29670.2|PACid_19643739		
OG0030412	AT4G18190.1|PACid_19643741		
OG0030413	AT4G08039.1|PACid_19643745		
OG0030414	AT4G03298.1|PACid_19643755		
OG0030415	AT4G01883.1|PACid_19643756		
OG0030416	AT4G11211.1|PACid_19643760		
OG0030417	AT4G10596.1|PACid_19643768		
OG0030418	AT4G29810.2|PACid_19643791		
OG0030419	AT4G26560.1|PACid_19643794		
OG0030420	AT4G39795.1|PACid_19643803		
OG0030421	AT4G28490.1|PACid_19643819		
OG0030422	AT4G36170.1|PACid_19643833		
OG0030423	AT4G16380.1|PACid_19643860		
OG0030424	AT4G33355.1|PACid_19643862		
OG0030425	AT4G22780.1|PACid_19643869		
OG0030426	AT4G38930.2|PACid_19643871		
OG0030427	AT4G16162.1|PACid_19643876		
OG0030428	AT4G00305.1|PACid_19643879		
OG0030429	AT4G34800.1|PACid_19643882		
OG0030430	AT4G18450.1|PACid_19643884		
OG0030431	AT4G01140.1|PACid_19643898		
OG0030432	AT4G14622.1|PACid_19643901		
OG0030433	AT4G40070.1|PACid_19643934		
OG0030434	AT4G13560.1|PACid_19643941		
OG0030435	AT4G21860.1|PACid_19643950		
OG0030436	AT4G25510.1|PACid_19643967		
OG0030437	AT4G07408.1|PACid_19643969		
OG0030438	AT4G15885.1|PACid_19643979		
OG0030439	AT4G34750.1|PACid_19644021		
OG0030440	AT4G28150.1|PACid_19644029		
OG0030441	AT4G33020.1|PACid_19644034		
OG0030442	AT4G19990.2|PACid_19644039		
OG0030443	AT4G27415.1|PACid_19644047		
OG0030444	AT4G28270.1|PACid_19644052		
OG0030445	AT4G35025.1|PACid_19644059		
OG0030446	AT4G32780.1|PACid_19644066		
OG0030447	AT4G30993.2|PACid_19644067		
OG0030448	AT4G28640.2|PACid_19644073		
OG0030449	AT4G35725.1|PACid_19644082		
OG0030450	AT4G17453.1|PACid_19644083		
OG0030451	AT4G29103.1|PACid_19644098		
OG0030452	AT4G18890.1|PACid_19644100		
OG0030453	AT4G01535.1|PACid_19644101		
OG0030454	AT4G31875.1|PACid_19644142		
OG0030455	AT4G05091.1|PACid_19644147		
OG0030456	AT4G25386.1|PACid_19644157		
OG0030457	AT4G26290.1|PACid_19644206		
OG0030458	AT4G14105.1|PACid_19644214		
OG0030459	AT4G32240.1|PACid_19644215		
OG0030460	AT4G33980.2|PACid_19644230		
OG0030461	AT4G02465.1|PACid_19644233		
OG0030462	AT4G11845.1|PACid_19644254		
OG0030463	AT4G02482.1|PACid_19644284		
OG0030464	AT4G35770.1|PACid_19644322		
OG0030465	AT4G03190.1|PACid_19644327		
OG0030466	AT4G00120.1|PACid_19644331		
OG0030467	AT4G14670.1|PACid_19644349		
OG0030468	AT4G15460.1|PACid_19644358		
OG0030469	AT4G28170.1|PACid_19644362		
OG0030470	AT4G11655.1|PACid_19644372		
OG0030471	AT4G38405.1|PACid_19644377		
OG0030472	AT4G09850.1|PACid_19644382		
OG0030473	AT4G03443.1|PACid_19644384		
OG0030474	AT4G25260.1|PACid_19644396		
OG0030475	AT4G11680.1|PACid_19644401		
OG0030476	AT4G35520.1|PACid_19644406		
OG0030477	AT4G22160.2|PACid_19644412		
OG0030478	AT4G13572.1|PACid_19644436		
OG0030479	AT4G05494.1|PACid_19644455		
OG0030480	AT4G06746.1|PACid_19644465		
OG0030481	AT4G25070.2|PACid_19644481		
OG0030482	AT4G09731.1|PACid_19644483		
OG0030483	AT4G26820.1|PACid_19644484		
OG0030484	AT4G17840.1|PACid_19644507		
OG0030485	AT4G00180.1|PACid_19644520		
OG0030486	AT4G38410.1|PACid_19644533		
OG0030487	AT4G22510.1|PACid_19644548		
OG0030488	AT4G09840.1|PACid_19644575		
OG0030489	AT4G07786.1|PACid_19644600		
OG0030490	AT4G10465.1|PACid_19644611		
OG0030491	AT4G36000.1|PACid_19644623		
OG0030492	AT4G30080.1|PACid_19644624		
OG0030493	AT4G25130.1|PACid_19644686		
OG0030494	AT4G05590.2|PACid_19644703		
OG0030495	AT4G04601.1|PACid_19644705		
OG0030496	AT4G00342.1|PACid_19644728		
OG0030497	AT4G35190.1|PACid_19644740		
OG0030498	AT4G23103.1|PACid_19644771		
OG0030499	AT4G18850.1|PACid_19644789		
OG0030500	AT4G04972.1|PACid_19644791		
OG0030501	AT4G09160.1|PACid_19644792		
OG0030502	AT4G01985.1|PACid_19644803		
OG0030503	AT4G30460.1|PACid_19644817		
OG0030504	AT4G10112.1|PACid_19644826		
OG0030505	AT4G21550.1|PACid_19644828		
OG0030506	AT4G38401.1|PACid_19644837		
OG0030507	AT4G39955.1|PACid_19644838		
OG0030508	AT4G21930.1|PACid_19644847		
OG0030509	AT4G05060.1|PACid_19644852		
OG0030510	AT4G00670.1|PACid_19644858		
OG0030511	AT4G01915.3|PACid_19644860		
OG0030512	AT4G01420.1|PACid_19644864		
OG0030513	AT4G23610.1|PACid_19644867		
OG0030514	AT4G00890.1|PACid_19644889		
OG0030515	AT4G09300.1|PACid_19644891		
OG0030516	AT4G18120.1|PACid_19644898		
OG0030517	AT4G24030.1|PACid_19644900		
OG0030518	AT4G01516.1|PACid_19644907		
OG0030519	AT4G29020.1|PACid_19644980		
OG0030520	AT4G39270.1|PACid_19644993		
OG0030521	AT4G12005.1|PACid_19644999		
OG0030522	AT4G02541.1|PACid_19645009		
OG0030523	AT4G05136.1|PACid_19645042		
OG0030524	AT4G14730.1|PACid_19645048		
OG0030525	AT4G11970.1|PACid_19645076		
OG0030526	AT4G16855.1|PACid_19645079		
OG0030527	AT4G32350.1|PACid_19645082		
OG0030528	AT4G06598.1|PACid_19645086		
OG0030529	AT4G29548.1|PACid_19645099		
OG0030530	AT4G35837.1|PACid_19645107		
OG0030531	AT4G36988.1|PACid_19645126		
OG0030532	AT4G00950.1|PACid_19645130		
OG0030533	AT4G01671.1|PACid_19645135		
OG0030534	AT4G18870.1|PACid_19645137		
OG0030535	AT4G26701.1|PACid_19645145		
OG0030536	AT4G32378.1|PACid_19645149		
OG0030537	AT4G20290.1|PACid_19645152		
OG0030538	AT4G26790.1|PACid_19645154		
OG0030539	AT4G00170.1|PACid_19645177		
OG0030540	AT4G17695.1|PACid_19645188		
OG0030541	AT4G24231.1|PACid_19645203		
OG0030542	AT4G26288.1|PACid_19645206		
OG0030543	AT4G31280.1|PACid_19645220		
OG0030544	AT4G08530.1|PACid_19645223		
OG0030545	AT4G16350.1|PACid_19645226		
OG0030546	AT4G18282.1|PACid_19645231		
OG0030547	AT4G28068.1|PACid_19645239		
OG0030548	AT4G36520.1|PACid_19645240		
OG0030549	AT4G32540.1|PACid_19645242		
OG0030550	AT4G26800.1|PACid_19645243		
OG0030551	AT4G36060.1|PACid_19645250		
OG0030552	AT4G35600.2|PACid_19645274		
OG0030553	AT4G08967.1|PACid_19645296		
OG0030554	AT4G09880.1|PACid_19645313		
OG0030555	AT4G37230.1|PACid_19645330		
OG0030556	AT4G34440.1|PACid_19645337		
OG0030557	AT4G18790.1|PACid_19645349		
OG0030558	AT4G26770.1|PACid_19645364		
OG0030559	AT4G15810.1|PACid_19645383		
OG0030560	AT4G06534.1|PACid_19645396		
OG0030561	AT4G33240.1|PACid_19645408		
OG0030562	AT4G28181.1|PACid_19645420		
OG0030563	AT4G08073.1|PACid_19645430		
OG0030564	AT4G00490.1|PACid_19645464		
OG0030565	AT4G14270.1|PACid_19645468		
OG0030566	AT4G35519.1|PACid_19645470		
OG0030567	AT4G34090.3|PACid_19645475		
OG0030568	AT4G09587.1|PACid_19645478		
OG0030569	AT4G27330.1|PACid_19645480		
OG0030570	AT4G11876.1|PACid_19645485		
OG0030571	AT4G01023.1|PACid_19645500		
OG0030572	AT4G15650.1|PACid_19645515		
OG0030573	AT4G04800.1|PACid_19645529		
OG0030574	AT4G27740.1|PACid_19645538		
OG0030575	AT4G35820.1|PACid_19645543		
OG0030576	AT4G09965.1|PACid_19645546		
OG0030577	AT4G12860.1|PACid_19645568		
OG0030578	AT4G39986.1|PACid_19645597		
OG0030579	AT4G31350.1|PACid_19645619		
OG0030580	AT4G19850.2|PACid_19645622		
OG0030581	AT4G37610.1|PACid_19645638		
OG0030582	AT4G22490.1|PACid_19645644		
OG0030583	AT4G10890.1|PACid_19645651		
OG0030584	AT4G29930.3|PACid_19645662		
OG0030585	AT4G10650.1|PACid_19645677		
OG0030586	AT4G19480.1|PACid_19645690		
OG0030587	AT4G20250.1|PACid_19645703		
OG0030588	AT4G12600.2|PACid_19645709		
OG0030589	AT4G09150.2|PACid_19645725		
OG0030590	AT4G36660.1|PACid_19645745		
OG0030591	AT4G09860.1|PACid_19645776		
OG0030592	AT4G30970.1|PACid_19645778		
OG0030593	AT4G10640.1|PACid_19645783		
OG0030594	AT4G00700.1|PACid_19645785		
OG0030595	AT4G33660.1|PACid_19645804		
OG0030596	AT4G23010.3|PACid_19645820		
OG0030597	AT4G28350.1|PACid_19645857		
OG0030598	AT4G21690.1|PACid_19645872		
OG0030599	AT4G04423.1|PACid_19645885		
OG0030600	AT4G24644.1|PACid_19645934		
OG0030601	AT4G09970.1|PACid_19645944		
OG0030602	AT4G16190.1|PACid_19645952		
OG0030603	AT4G22980.1|PACid_19645972		
OG0030604	AT4G12840.1|PACid_19645987		
OG0030605	AT4G01460.1|PACid_19645989		
OG0030606	AT4G18580.1|PACid_19645995		
OG0030607	AT4G14280.1|PACid_19646004		
OG0030608	AT4G28180.1|PACid_19646011		
OG0030609	AT4G31960.1|PACid_19646020		
OG0030610	AT4G12580.1|PACid_19646035		
OG0030611	AT4G26040.1|PACid_19646041		
OG0030612	AT4G16610.1|PACid_19646042		
OG0030613	AT4G34690.1|PACid_19646058		
OG0030614	AT4G18180.1|PACid_19646088		
OG0030615	AT4G37780.1|PACid_19646108		
OG0030616	AT4G25380.1|PACid_19646115		
OG0030617	AT4G14520.1|PACid_19646128		
OG0030618	AT4G32420.1|PACid_19646134		
OG0030619	AT4G24275.1|PACid_19646142		
OG0030620	AT4G13230.1|PACid_19646143		
OG0030621	AT4G25950.1|PACid_19646145		
OG0030622	AT4G25180.1|PACid_19646164		
OG0030623	AT4G17060.1|PACid_19646170		
OG0030624	AT4G22800.1|PACid_19646176		
OG0030625	AT4G24570.1|PACid_19646181		
OG0030626	AT4G28670.1|PACid_19646203		
OG0030627	AT4G02871.1|PACid_19646204		
OG0030628	AT4G14403.1|PACid_19646212		
OG0030629	AT4G29654.1|PACid_19646214		
OG0030630	AT4G34272.1|PACid_19646252		
OG0030631	AT4G30097.1|PACid_19646255		
OG0030632	AT4G04220.1|PACid_19646269		
OG0030633	AT4G10910.1|PACid_19646272		
OG0030634	AT4G19829.1|PACid_19646283		
OG0030635	AT4G14695.1|PACid_19646291		
OG0030636	AT4G04840.1|PACid_19646306		
OG0030637	AT4G37095.1|PACid_19646315		
OG0030638	AT4G31060.1|PACid_19646327		
OG0030639	AT4G08395.1|PACid_19646337		
OG0030640	AT4G11890.3|PACid_19646351		
OG0030641	AT4G21213.1|PACid_19646360		
OG0030642	AT4G28780.1|PACid_19646381		
OG0030643	AT4G03950.1|PACid_19646385		
OG0030644	AT4G03827.1|PACid_19646389		
OG0030645	AT4G14170.1|PACid_19646391		
OG0030646	AT4G19620.1|PACid_19646395		
OG0030647	AT4G32630.2|PACid_19646403		
OG0030648	AT4G19270.1|PACid_19646413		
OG0030649	AT4G00210.1|PACid_19646428		
OG0030650	AT4G35390.1|PACid_19646431		
OG0030651	AT4G11660.1|PACid_19646432		
OG0030652	AT4G16680.1|PACid_19646436		
OG0030653	AT4G36510.1|PACid_19646450		
OG0030654	AT4G23271.1|PACid_19646471		
OG0030655	AT4G36770.1|PACid_19646485		
OG0030656	AT4G24110.1|PACid_19646488		
OG0030657	AT4G17930.1|PACid_19646500		
OG0030658	AT4G34680.1|PACid_19646502		
OG0030659	AT4G11870.1|PACid_19646513		
OG0030660	AT4G28485.1|PACid_19646514		
OG0030661	AT4G35040.1|PACid_19646520		
OG0030662	AT4G26485.1|PACid_19646524		
OG0030663	AT4G33730.1|PACid_19646543		
OG0030664	AT4G17730.2|PACid_19646547		
OG0030665	AT4G37295.1|PACid_19646555		
OG0030666	AT4G30660.1|PACid_19646573		
OG0030667	AT4G11040.1|PACid_19646575		
OG0030668	AT4G25110.1|PACid_19646600		
OG0030669	AT4G20000.1|PACid_19646622		
OG0030670	AT4G37310.1|PACid_19646625		
OG0030671	AT4G30090.1|PACid_19646627		
OG0030672	AT4G16447.1|PACid_19646637		
OG0030673	AT4G26190.1|PACid_19646642		
OG0030674	AT4G33500.1|PACid_19646643		
OG0030675	AT4G27300.1|PACid_19646644		
OG0030676	AT4G30570.1|PACid_19646653		
OG0030677	AT4G26330.1|PACid_19646660		
OG0030678	AT4G28564.1|PACid_19646672		
OG0030679	AT4G28775.1|PACid_19646674		
OG0030680	AT4G33450.1|PACid_19646675		
OG0030681	AT4G00416.1|PACid_19646676		
OG0030682	AT4G08867.1|PACid_19646699		
OG0030683	AT4G34590.1|PACid_19646710		
OG0030684	AT4G00190.1|PACid_19646716		
OG0030685	AT4G00905.1|PACid_19646723		
OG0030686	AT4G03940.1|PACid_19646724		
OG0030687	AT4G37490.1|PACid_19646736		
OG0030688	AT4G29560.1|PACid_19646749		
OG0030689	AT4G18500.1|PACid_19646760		
OG0030690	AT4G10120.1|PACid_19646782		
OG0030691	AT4G00124.1|PACid_19646787		
OG0030692	AT4G39930.1|PACid_19646798		
OG0030693	AT4G33770.1|PACid_19646802		
OG0030694	AT4G29800.2|PACid_19646806		
OG0030695	AT4G24950.1|PACid_19646808		
OG0030696	AT4G28290.1|PACid_19646833		
OG0030697	AT4G34881.1|PACid_19646837		
OG0030698	AT4G16140.1|PACid_19646839		
OG0030699	AT4G11230.1|PACid_19646862		
OG0030700	AT4G31441.1|PACid_19646868		
OG0030701	AT4G05070.1|PACid_19646871		
OG0030702	AT4G30650.1|PACid_19646903		
OG0030703	AT4G21450.3|PACid_19646923		
OG0030704	AT4G08351.1|PACid_19646930		
OG0030705	AT4G16500.1|PACid_19646936		
OG0030706	AT4G31355.1|PACid_19646943		
OG0030707	AT4G24410.1|PACid_19646974		
OG0030708	AT4G12380.1|PACid_19646985		
OG0030709	AT4G07825.1|PACid_19646995		
OG0030710	AT4G39940.1|PACid_19647009		
OG0030711	AT4G18280.1|PACid_19647010		
OG0030712	AT4G29360.1|PACid_19647015		
OG0030713	AT4G19550.2|PACid_19647025		
OG0030714	AT4G19191.1|PACid_19647039		
OG0030715	AT4G36515.1|PACid_19647049		
OG0030716	AT4G23090.2|PACid_19647051		
OG0030717	AT4G37235.1|PACid_19647053		
OG0030718	AT4G29150.1|PACid_19647054		
OG0030719	AT4G15730.1|PACid_19647055		
OG0030720	AT4G05631.1|PACid_19647061		
OG0030721	AT4G10940.1|PACid_19647068		
OG0030722	AT4G32950.1|PACid_19647070		
OG0030723	AT4G38820.1|PACid_19647077		
OG0030724	AT4G39320.1|PACid_19647078		
OG0030725	AT4G23432.1|PACid_19647081		
OG0030726	AT4G02325.1|PACid_19647089		
OG0030727	AT4G15970.1|PACid_19647091		
OG0030728	AT4G18000.1|PACid_19647092		
OG0030729	AT4G34780.1|PACid_19647094		
OG0030730	AT4G23110.1|PACid_19647095		
OG0030731	AT4G31260.1|PACid_19647096		
OG0030732	AT4G19000.1|PACid_19647098		
OG0030733	AT4G01328.1|PACid_19647100		
OG0030734	AT4G07965.1|PACid_19647101		
OG0030735	AT4G39403.1|PACid_19647129		
OG0030736	AT4G00940.1|PACid_19647148		
OG0030737	AT4G35130.1|PACid_19647155		
OG0030738	AT4G24240.1|PACid_19647169		
OG0030739	AT4G15150.1|PACid_19647172		
OG0030740	AT4G30640.1|PACid_19647177		
OG0030741	AT4G16451.1|PACid_19647178		
OG0030742	AT4G36570.1|PACid_19647181		
OG0030743	AT4G30050.1|PACid_19647190		
OG0030744	AT4G31910.1|PACid_19647202		
OG0030745	AT4G16030.1|PACid_19647207		
OG0030746	AT4G25050.2|PACid_19647223		
OG0030747	AT4G32040.1|PACid_19647228		
OG0030748	AT4G17785.1|PACid_19647240		
OG0030749	AT4G39030.1|PACid_19647251		
OG0030750	AT4G17160.1|PACid_19647252		
OG0030751	AT4G24805.1|PACid_19647267		
OG0030752	AT4G31030.1|PACid_19647270		
OG0030753	AT4G35180.1|PACid_19647273		
OG0030754	AT4G23970.1|PACid_19647274		
OG0030755	AT4G04925.1|PACid_19647280		
OG0030756	AT4G37409.1|PACid_19647292		
OG0030757	AT4G08868.1|PACid_19647299		
OG0030758	AT4G15061.1|PACid_19647329		
OG0030759	AT4G38052.1|PACid_19647330		
OG0030760	AT4G08740.1|PACid_19647332		
OG0030761	AT4G15410.1|PACid_19647333		
OG0030762	AT4G03290.1|PACid_19647344		
OG0030763	AT4G08040.1|PACid_19647352		
OG0030764	AT4G36230.1|PACid_19647375		
OG0030765	AT4G14090.1|PACid_19647383		
OG0030766	AT4G01735.1|PACid_19647402		
OG0030767	AT4G19200.1|PACid_19647407		
OG0030768	AT4G12360.1|PACid_19647413		
OG0030769	AT4G40011.1|PACid_19647415		
OG0030770	AT4G16442.1|PACid_19647416		
OG0030771	AT4G00760.1|PACid_19647421		
OG0030772	AT4G23880.1|PACid_19647434		
OG0030773	AT4G34120.1|PACid_19647461		
OG0030774	AT4G39260.1|PACid_19647462		
OG0030775	AT4G27930.1|PACid_19647506		
OG0030776	AT4G11900.1|PACid_19647521		
OG0030777	AT4G35430.1|PACid_19647530		
OG0030778	AT4G00467.1|PACid_19647534		
OG0030779	AT4G05071.1|PACid_19647562		
OG0030780	AT4G19095.1|PACid_19647584		
OG0030781	AT4G14020.1|PACid_19647586		
OG0030782	AT4G08691.1|PACid_19647590		
OG0030783	AT4G17998.1|PACid_19647591		
OG0030784	AT4G18501.1|PACid_19647597		
OG0030785	AT4G13440.1|PACid_19647603		
OG0030786	AT4G37050.1|PACid_19647611		
OG0030787	AT4G16980.1|PACid_19647627		
OG0030788	AT4G00165.1|PACid_19647630		
OG0030789	AT4G25434.2|PACid_19647640		
OG0030790	AT4G30250.1|PACid_19647653		
OG0030791	AT4G37483.1|PACid_19647654		
OG0030792	AT4G01680.2|PACid_19647658		
OG0030793	AT4G21926.1|PACid_19647663		
OG0030794	AT4G24600.1|PACid_19647668		
OG0030795	AT4G27920.1|PACid_19647676		
OG0030796	AT4G22305.1|PACid_19647684		
OG0030797	AT4G08910.1|PACid_19647685		
OG0030798	AT4G11385.1|PACid_19647690		
OG0030799	AT4G23700.1|PACid_19647705		
OG0030800	AT4G09080.1|PACid_19647707		
OG0030801	AT4G20006.1|PACid_19647709		
OG0030802	AT4G05632.1|PACid_19647710		
OG0030803	AT4G03380.1|PACid_19647730		
OG0030804	AT4G31136.1|PACid_19647736		
OG0030805	AT4G33780.1|PACid_19647739		
OG0030806	AT4G16915.1|PACid_19647740		
OG0030807	AT4G03740.1|PACid_19647752		
OG0030808	AT4G18600.1|PACid_19647755		
OG0030809	AT4G14320.2|PACid_19647757		
OG0030810	AT4G30630.1|PACid_19647759		
OG0030811	AT4G16400.1|PACid_19647772		
OG0030812	AT4G01670.1|PACid_19647778		
OG0030813	AT4G35263.1|PACid_19647785		
OG0030814	AT4G03165.1|PACid_19647805		
OG0030815	AT4G02405.1|PACid_19647819		
OG0030816	AT4G21366.1|PACid_19647821		
OG0030817	AT4G12670.1|PACid_19647827		
OG0030818	AT4G09560.1|PACid_19647837		
OG0030819	AT4G15200.1|PACid_19647845		
OG0030820	AT4G38880.1|PACid_19647877		
OG0030821	AT4G37220.1|PACid_19647884		
OG0030822	AT4G09530.1|PACid_19647902		
OG0030823	AT4G14190.1|PACid_19647903		
OG0030824	AT4G18840.1|PACid_19647913		
OG0030825	AT4G24180.1|PACid_19647916		
OG0030826	AT4G18510.1|PACid_19647917		
OG0030827	AT4G36791.1|PACid_19647924		
OG0030828	AT4G39020.1|PACid_19647927		
OG0030829	AT4G16240.1|PACid_19647945		
OG0030830	AT4G07666.1|PACid_19647948		
OG0030831	AT4G31450.1|PACid_19647963		
OG0030832	AT4G10240.1|PACid_19647964		
OG0030833	AT4G28460.1|PACid_19647966		
OG0030834	AT4G22460.1|PACid_19648017		
OG0030835	AT4G23496.1|PACid_19648022		
OG0030836	AT4G16040.1|PACid_19648025		
OG0030837	AT4G23410.1|PACid_19648031		
OG0030838	AT4G36370.1|PACid_19648032		
OG0030839	AT4G01703.1|PACid_19648036		
OG0030840	AT4G11580.1|PACid_19648052		
OG0030841	AT4G30662.1|PACid_19648059		
OG0030842	AT4G38620.1|PACid_19648060		
OG0030843	AT4G17750.1|PACid_19648065		
OG0030844	AT4G13260.1|PACid_19648111		
OG0030845	AT4G06639.1|PACid_19648129		
OG0030846	AT4G29780.1|PACid_19648132		
OG0030847	AT4G29110.1|PACid_19648134		
OG0030848	AT4G28085.1|PACid_19648136		
OG0030849	AT4G32080.1|PACid_19648140		
OG0030850	AT4G08151.1|PACid_19648147		
OG0030851	AT4G19430.1|PACid_19648155		
OG0030852	AT4G24265.1|PACid_19648166		
OG0030853	AT4G02910.1|PACid_19648193		
OG0030854	AT4G21216.1|PACid_19648206		
OG0030855	AT4G27654.1|PACid_19648209		
OG0030856	AT4G08690.2|PACid_19648222		
OG0030857	AT4G12990.1|PACid_19648228		
OG0030858	AT4G14970.1|PACid_19648232		
OG0030859	AT4G36780.1|PACid_19648233		
OG0030860	AT4G35589.1|PACid_19648244		
OG0030861	AT4G07380.1|PACid_19648247		
OG0030862	AT4G25433.1|PACid_19648251		
OG0030863	AT4G01160.1|PACid_19648253		
OG0030864	AT4G18860.1|PACid_19648265		
OG0030865	AT4G23470.1|PACid_19648276		
OG0030866	AT4G13575.1|PACid_19648290		
OG0030867	AT4G35720.1|PACid_19648294		
OG0030868	AT4G26005.1|PACid_19648301		
OG0030869	AT4G13570.2|PACid_19648331		
